text,amount,label,metadata
Purchase at Whole Foods for utilities. Date: 2025-04-25. Status: Cleared.,192.59,0,merchant:Whole Foods
Purchase at Amazon for shopping. Date: 2025-11-25. Status: Cleared.,38.8,0,merchant:Amazon
Purchase at Amazon for dining. Date: 2025-04-29. Status: Cleared.,58.25,0,merchant:Amazon
Purchase at Netflix for groceries. Date: 2025-08-24. Status: Cleared.,229.94,0,merchant:Netflix
Purchase at Whole Foods for utilities. Date: 2025-05-18. Status: Cleared.,281.52,0,merchant:Whole Foods
Purchase at Target for transport. Date: 2025-02-02. Status: Cleared.,136.03,0,merchant:Target
Purchase at Shell Station for dining. Date: 2025-03-06. Status: Cleared.,71.11,0,merchant:Shell Station
Purchase at Amazon for shopping. Date: 2025-04-18. Status: Cleared.,29.15,0,merchant:Amazon
Purchase at Whole Foods for utilities. Date: 2025-10-18. Status: Cleared.,122.41,0,merchant:Whole Foods
Purchase at Uber for dining. Date: 2025-05-30. Status: Cleared.,275.7,0,merchant:Uber
Purchase at Whole Foods for entertainment. Date: 2025-07-18. Status: Cleared.,113.29,0,merchant:Whole Foods
Purchase at Netflix for shopping. Date: 2025-07-24. Status: Cleared.,280.31,0,merchant:Netflix
Purchase at Uber for shopping. Date: 2025-12-04. Status: Cleared.,127.84,0,merchant:Uber
Purchase at Shell Station for transport. Date: 2025-01-12. Status: Cleared.,285.74,0,merchant:Shell Station
Purchase at Target for transport. Date: 2025-06-03. Status: Cleared.,287.71,0,merchant:Target
Purchase at Target for transport. Date: 2025-02-21. Status: Cleared.,45.51,0,merchant:Target
Purchase at Netflix for utilities. Date: 2025-01-07. Status: Cleared.,135.94,0,merchant:Netflix
Purchase at Shell Station for utilities. Date: 2025-04-24. Status: Cleared.,161.52,0,merchant:Shell Station
Purchase at Netflix for shopping. Date: 2025-01-07. Status: Cleared.,267.73,0,merchant:Netflix
Purchase at Shell Station for utilities. Date: 2025-04-25. Status: Cleared.,14.06,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-04-09. Status: Cleared.,270.85,0,merchant:Shell Station
Purchase at Uber for utilities. Date: 2025-07-02. Status: Cleared.,38.92,0,merchant:Uber
Purchase at Amazon for dining. Date: 2025-02-18. Status: Cleared.,148.19,0,merchant:Amazon
Purchase at Shell Station for groceries. Date: 2025-05-26. Status: Cleared.,84.63,0,merchant:Shell Station
Purchase at Starbucks for dining. Date: 2025-03-07. Status: Cleared.,200.65,0,merchant:Starbucks
Purchase at Shell Station for utilities. Date: 2025-01-13. Status: Cleared.,84.17,0,merchant:Shell Station
Purchase at Netflix for dining. Date: 2025-01-16. Status: Cleared.,266.64,0,merchant:Netflix
Purchase at Amazon for utilities. Date: 2025-06-25. Status: Cleared.,37.66,0,merchant:Amazon
Purchase at Amazon for shopping. Date: 2025-06-06. Status: Cleared.,191.19,0,merchant:Amazon
Purchase at Uber for entertainment. Date: 2025-03-23. Status: Cleared.,275.51,0,merchant:Uber
Purchase at Shell Station for shopping. Date: 2025-03-30. Status: Cleared.,230.89,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-12-05. Status: Cleared.,130.51,0,merchant:Shell Station
Purchase at Amazon for shopping. Date: 2025-10-05. Status: Cleared.,276.26,0,merchant:Amazon
Purchase at Target for entertainment. Date: 2025-10-28. Status: Cleared.,77.59,0,merchant:Target
Purchase at Target for utilities. Date: 2025-11-24. Status: Cleared.,216.14,0,merchant:Target
Purchase at Shell Station for shopping. Date: 2025-10-17. Status: Cleared.,144.64,0,merchant:Shell Station
Purchase at Netflix for groceries. Date: 2025-06-07. Status: Cleared.,8.87,0,merchant:Netflix
Purchase at Netflix for dining. Date: 2025-08-15. Status: Cleared.,77.49,0,merchant:Netflix
Purchase at Shell Station for dining. Date: 2025-03-22. Status: Cleared.,162.7,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-10-09. Status: Cleared.,52.39,0,merchant:Shell Station
Purchase at Walmart for entertainment. Date: 2025-08-17. Status: Cleared.,245.65,0,merchant:Walmart
Purchase at Shell Station for entertainment. Date: 2025-10-24. Status: Cleared.,59.29,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-05-16. Status: Cleared.,96.51,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: unverified. Destination: Russia. Amount: $39467.48. Risk: High.,39467.48,1,keyword:unverified
Purchase at Walmart for utilities. Date: 2025-03-24. Status: Cleared.,38.44,0,merchant:Walmart
Purchase at Netflix for groceries. Date: 2025-12-01. Status: Cleared.,122.83,0,merchant:Netflix
Purchase at Shell Station for utilities. Date: 2025-09-03. Status: Cleared.,76.49,0,merchant:Shell Station
Purchase at Starbucks for groceries. Date: 2025-06-09. Status: Cleared.,57.57,0,merchant:Starbucks
Purchase at Amazon for groceries. Date: 2025-06-22. Status: Cleared.,65.78,0,merchant:Amazon
Purchase at Amazon for entertainment. Date: 2025-11-06. Status: Cleared.,102.47,0,merchant:Amazon
Purchase at Shell Station for utilities. Date: 2025-09-06. Status: Cleared.,297.77,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: suspicious. Destination: Unknown. Amount: $31569.56. Risk: High.,31569.56,1,keyword:suspicious
Purchase at Shell Station for dining. Date: 2025-01-25. Status: Cleared.,276.29,0,merchant:Shell Station
Purchase at Netflix for shopping. Date: 2025-03-04. Status: Cleared.,136.75,0,merchant:Netflix
Purchase at Netflix for transport. Date: 2025-08-11. Status: Cleared.,32.71,0,merchant:Netflix
Purchase at Shell Station for groceries. Date: 2025-05-14. Status: Cleared.,14.78,0,merchant:Shell Station
Purchase at Uber for dining. Date: 2025-06-30. Status: Cleared.,166.98,0,merchant:Uber
Purchase at Uber for utilities. Date: 2025-07-30. Status: Cleared.,221.87,0,merchant:Uber
Purchase at Shell Station for shopping. Date: 2025-04-17. Status: Cleared.,154.59,0,merchant:Shell Station
Purchase at Target for dining. Date: 2025-11-09. Status: Cleared.,51.92,0,merchant:Target
Purchase at Target for utilities. Date: 2025-04-13. Status: Cleared.,184.15,0,merchant:Target
Purchase at Netflix for transport. Date: 2025-01-20. Status: Cleared.,261.97,0,merchant:Netflix
Purchase at Netflix for entertainment. Date: 2025-09-02. Status: Cleared.,201.09,0,merchant:Netflix
Purchase at Shell Station for utilities. Date: 2025-07-24. Status: Cleared.,177.31,0,merchant:Shell Station
Purchase at Whole Foods for entertainment. Date: 2025-06-08. Status: Cleared.,31.47,0,merchant:Whole Foods
Purchase at Walmart for groceries. Date: 2025-06-21. Status: Cleared.,201.99,0,merchant:Walmart
Purchase at Uber for transport. Date: 2025-06-24. Status: Cleared.,88.85,0,merchant:Uber
Purchase at Starbucks for utilities. Date: 2025-08-26. Status: Cleared.,130.5,0,merchant:Starbucks
Purchase at Starbucks for shopping. Date: 2025-11-24. Status: Cleared.,96.72,0,merchant:Starbucks
Purchase at Netflix for transport. Date: 2025-11-22. Status: Cleared.,15.16,0,merchant:Netflix
Purchase at Starbucks for groceries. Date: 2025-07-21. Status: Cleared.,175.67,0,merchant:Starbucks
Purchase at Netflix for utilities. Date: 2025-10-27. Status: Cleared.,171.95,0,merchant:Netflix
Purchase at Whole Foods for dining. Date: 2025-07-07. Status: Cleared.,29.27,0,merchant:Whole Foods
Purchase at Walmart for shopping. Date: 2025-10-03. Status: Cleared.,190.22,0,merchant:Walmart
Purchase at Shell Station for entertainment. Date: 2025-08-05. Status: Cleared.,244.22,0,merchant:Shell Station
Purchase at Walmart for shopping. Date: 2025-08-13. Status: Cleared.,30.42,0,merchant:Walmart
Purchase at Netflix for shopping. Date: 2025-02-22. Status: Cleared.,167.09,0,merchant:Netflix
Purchase at Target for groceries. Date: 2025-01-16. Status: Cleared.,265.37,0,merchant:Target
Purchase at Target for entertainment. Date: 2025-04-26. Status: Cleared.,267.13,0,merchant:Target
Purchase at Walmart for dining. Date: 2025-02-18. Status: Cleared.,5.8,0,merchant:Walmart
Purchase at Amazon for groceries. Date: 2025-06-17. Status: Cleared.,200.41,0,merchant:Amazon
Purchase at Starbucks for transport. Date: 2025-02-12. Status: Cleared.,69.88,0,merchant:Starbucks
Purchase at Walmart for shopping. Date: 2025-04-22. Status: Cleared.,198.54,0,merchant:Walmart
Purchase at Uber for utilities. Date: 2025-10-03. Status: Cleared.,38.78,0,merchant:Uber
Purchase at Uber for transport. Date: 2025-04-06. Status: Cleared.,222.26,0,merchant:Uber
Purchase at Uber for dining. Date: 2025-01-26. Status: Cleared.,216.42,0,merchant:Uber
Purchase at Amazon for groceries. Date: 2025-04-22. Status: Cleared.,136.43,0,merchant:Amazon
Purchase at Walmart for entertainment. Date: 2025-10-16. Status: Cleared.,268.92,0,merchant:Walmart
Purchase at Shell Station for utilities. Date: 2025-08-13. Status: Cleared.,129.68,0,merchant:Shell Station
Purchase at Uber for transport. Date: 2025-03-21. Status: Cleared.,21.51,0,merchant:Uber
Purchase at Shell Station for transport. Date: 2025-08-22. Status: Cleared.,98.46,0,merchant:Shell Station
Purchase at Starbucks for dining. Date: 2025-01-22. Status: Cleared.,147.38,0,merchant:Starbucks
Purchase at Starbucks for entertainment. Date: 2025-05-25. Status: Cleared.,182.92,0,merchant:Starbucks
Purchase at Amazon for shopping. Date: 2025-02-08. Status: Cleared.,17.17,0,merchant:Amazon
Purchase at Walmart for groceries. Date: 2025-06-24. Status: Cleared.,202.02,0,merchant:Walmart
Purchase at Amazon for entertainment. Date: 2025-09-10. Status: Cleared.,69.27,0,merchant:Amazon
Purchase at Whole Foods for transport. Date: 2025-08-18. Status: Cleared.,272.83,0,merchant:Whole Foods
Purchase at Shell Station for shopping. Date: 2025-09-22. Status: Cleared.,54.07,0,merchant:Shell Station
Purchase at Target for transport. Date: 2025-10-07. Status: Cleared.,279.53,0,merchant:Target
Purchase at Shell Station for groceries. Date: 2025-09-20. Status: Cleared.,255.41,0,merchant:Shell Station
Purchase at Target for entertainment. Date: 2025-08-02. Status: Cleared.,37.18,0,merchant:Target
Purchase at Starbucks for utilities. Date: 2025-06-30. Status: Cleared.,211.62,0,merchant:Starbucks
Purchase at Amazon for transport. Date: 2025-02-18. Status: Cleared.,92.25,0,merchant:Amazon
Purchase at Amazon for utilities. Date: 2025-06-12. Status: Cleared.,204.05,0,merchant:Amazon
Purchase at Target for groceries. Date: 2025-11-05. Status: Cleared.,174.44,0,merchant:Target
Purchase at Target for groceries. Date: 2025-10-15. Status: Cleared.,24.71,0,merchant:Target
Purchase at Starbucks for shopping. Date: 2025-05-25. Status: Cleared.,212.36,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: gift card. Destination: Russia. Amount: $10234.61. Risk: High.,10234.61,1,keyword:gift card
Purchase at Walmart for dining. Date: 2025-02-19. Status: Cleared.,281.4,0,merchant:Walmart
Purchase at Amazon for groceries. Date: 2025-06-14. Status: Cleared.,142.16,0,merchant:Amazon
Purchase at Amazon for transport. Date: 2025-10-15. Status: Cleared.,98.81,0,merchant:Amazon
Purchase at Amazon for utilities. Date: 2025-06-06. Status: Cleared.,65.47,0,merchant:Amazon
Purchase at Uber for groceries. Date: 2025-06-29. Status: Cleared.,118.93,0,merchant:Uber
Purchase at Walmart for groceries. Date: 2025-10-14. Status: Cleared.,166.29,0,merchant:Walmart
Purchase at Walmart for utilities. Date: 2025-02-10. Status: Cleared.,120.45,0,merchant:Walmart
Purchase at Amazon for shopping. Date: 2025-12-08. Status: Cleared.,216.93,0,merchant:Amazon
Purchase at Netflix for shopping. Date: 2025-07-02. Status: Cleared.,297.67,0,merchant:Netflix
Purchase at Netflix for groceries. Date: 2025-05-21. Status: Cleared.,127.3,0,merchant:Netflix
Purchase at Target for groceries. Date: 2025-04-02. Status: Cleared.,144.28,0,merchant:Target
Purchase at Netflix for dining. Date: 2025-08-09. Status: Cleared.,239.99,0,merchant:Netflix
Purchase at Shell Station for dining. Date: 2025-08-28. Status: Cleared.,187.25,0,merchant:Shell Station
Purchase at Amazon for groceries. Date: 2025-06-04. Status: Cleared.,175.99,0,merchant:Amazon
Urgent wire transfer detected. Keyword: unverified. Destination: Russia. Amount: $41568.11. Risk: High.,41568.11,1,keyword:unverified
Purchase at Target for groceries. Date: 2025-08-07. Status: Cleared.,223.09,0,merchant:Target
Purchase at Shell Station for shopping. Date: 2025-07-24. Status: Cleared.,213.68,0,merchant:Shell Station
Purchase at Shell Station for entertainment. Date: 2025-01-17. Status: Cleared.,217.83,0,merchant:Shell Station
Purchase at Whole Foods for transport. Date: 2025-10-22. Status: Cleared.,209.83,0,merchant:Whole Foods
Purchase at Netflix for groceries. Date: 2025-10-04. Status: Cleared.,74.55,0,merchant:Netflix
Purchase at Uber for dining. Date: 2025-12-02. Status: Cleared.,150.65,0,merchant:Uber
Purchase at Amazon for entertainment. Date: 2025-01-21. Status: Cleared.,171.1,0,merchant:Amazon
Purchase at Whole Foods for shopping. Date: 2025-05-27. Status: Cleared.,93.66,0,merchant:Whole Foods
Purchase at Shell Station for transport. Date: 2025-07-04. Status: Cleared.,156.06,0,merchant:Shell Station
Purchase at Amazon for dining. Date: 2025-10-15. Status: Cleared.,71.21,0,merchant:Amazon
Purchase at Starbucks for dining. Date: 2025-04-04. Status: Cleared.,207.36,0,merchant:Starbucks
Purchase at Netflix for shopping. Date: 2025-06-03. Status: Cleared.,189.25,0,merchant:Netflix
Purchase at Starbucks for dining. Date: 2025-10-13. Status: Cleared.,182.89,0,merchant:Starbucks
Purchase at Netflix for groceries. Date: 2025-08-22. Status: Cleared.,45.66,0,merchant:Netflix
Purchase at Shell Station for transport. Date: 2025-08-24. Status: Cleared.,114.98,0,merchant:Shell Station
Purchase at Starbucks for utilities. Date: 2025-06-16. Status: Cleared.,92.98,0,merchant:Starbucks
Purchase at Uber for dining. Date: 2025-12-02. Status: Cleared.,249.96,0,merchant:Uber
Purchase at Shell Station for shopping. Date: 2025-12-04. Status: Cleared.,76.09,0,merchant:Shell Station
Purchase at Netflix for shopping. Date: 2025-02-08. Status: Cleared.,84.66,0,merchant:Netflix
Purchase at Whole Foods for transport. Date: 2025-08-03. Status: Cleared.,295.04,0,merchant:Whole Foods
Purchase at Starbucks for utilities. Date: 2025-08-03. Status: Cleared.,226.77,0,merchant:Starbucks
Purchase at Netflix for shopping. Date: 2025-11-19. Status: Cleared.,39.71,0,merchant:Netflix
Purchase at Target for entertainment. Date: 2025-10-25. Status: Cleared.,103.51,0,merchant:Target
Purchase at Target for shopping. Date: 2025-10-19. Status: Cleared.,133.33,0,merchant:Target
Purchase at Shell Station for transport. Date: 2025-02-07. Status: Cleared.,203.64,0,merchant:Shell Station
Purchase at Amazon for dining. Date: 2025-08-11. Status: Cleared.,13.71,0,merchant:Amazon
Purchase at Shell Station for shopping. Date: 2025-05-21. Status: Cleared.,139.02,0,merchant:Shell Station
Purchase at Netflix for dining. Date: 2025-02-19. Status: Cleared.,19.9,0,merchant:Netflix
Purchase at Whole Foods for transport. Date: 2025-02-22. Status: Cleared.,130.49,0,merchant:Whole Foods
Purchase at Shell Station for entertainment. Date: 2025-07-05. Status: Cleared.,57.87,0,merchant:Shell Station
Purchase at Uber for entertainment. Date: 2025-03-09. Status: Cleared.,65.2,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-03-27. Status: Cleared.,112.66,0,merchant:Starbucks
Purchase at Shell Station for dining. Date: 2025-05-09. Status: Cleared.,188.14,0,merchant:Shell Station
Purchase at Target for dining. Date: 2025-01-15. Status: Cleared.,251.75,0,merchant:Target
Purchase at Uber for shopping. Date: 2025-05-31. Status: Cleared.,158.42,0,merchant:Uber
Purchase at Amazon for groceries. Date: 2025-05-19. Status: Cleared.,278.07,0,merchant:Amazon
Purchase at Shell Station for utilities. Date: 2025-08-03. Status: Cleared.,133.35,0,merchant:Shell Station
Purchase at Netflix for transport. Date: 2025-05-24. Status: Cleared.,184.33,0,merchant:Netflix
Purchase at Netflix for entertainment. Date: 2025-04-30. Status: Cleared.,245.6,0,merchant:Netflix
Purchase at Shell Station for utilities. Date: 2025-02-07. Status: Cleared.,262.82,0,merchant:Shell Station
Purchase at Whole Foods for entertainment. Date: 2025-07-22. Status: Cleared.,38.69,0,merchant:Whole Foods
Purchase at Whole Foods for groceries. Date: 2025-09-04. Status: Cleared.,86.5,0,merchant:Whole Foods
Purchase at Starbucks for dining. Date: 2025-06-12. Status: Cleared.,44.19,0,merchant:Starbucks
Purchase at Whole Foods for dining. Date: 2025-02-17. Status: Cleared.,51.03,0,merchant:Whole Foods
Urgent wire transfer detected. Keyword: crypto. Destination: Unknown. Amount: $37937.69. Risk: High.,37937.69,1,keyword:crypto
Purchase at Netflix for utilities. Date: 2025-01-31. Status: Cleared.,167.92,0,merchant:Netflix
Urgent wire transfer detected. Keyword: offshore. Destination: Unknown. Amount: $29957.42. Risk: High.,29957.42,1,keyword:offshore
Purchase at Netflix for groceries. Date: 2025-05-13. Status: Cleared.,155.05,0,merchant:Netflix
Purchase at Amazon for entertainment. Date: 2025-11-28. Status: Cleared.,134.99,0,merchant:Amazon
Purchase at Netflix for shopping. Date: 2025-09-11. Status: Cleared.,121.41,0,merchant:Netflix
Purchase at Shell Station for dining. Date: 2025-12-01. Status: Cleared.,60.17,0,merchant:Shell Station
Purchase at Starbucks for entertainment. Date: 2025-04-27. Status: Cleared.,281.26,0,merchant:Starbucks
Purchase at Starbucks for dining. Date: 2025-08-15. Status: Cleared.,19.41,0,merchant:Starbucks
Purchase at Netflix for shopping. Date: 2025-01-25. Status: Cleared.,143.78,0,merchant:Netflix
Purchase at Starbucks for shopping. Date: 2025-07-09. Status: Cleared.,159.37,0,merchant:Starbucks
Purchase at Target for transport. Date: 2025-08-30. Status: Cleared.,34.86,0,merchant:Target
Urgent wire transfer detected. Keyword: unverified. Destination: Cyprus. Amount: $21207.93. Risk: High.,21207.93,1,keyword:unverified
Purchase at Starbucks for entertainment. Date: 2025-04-25. Status: Cleared.,241.12,0,merchant:Starbucks
Purchase at Whole Foods for utilities. Date: 2025-08-17. Status: Cleared.,178.82,0,merchant:Whole Foods
Purchase at Whole Foods for groceries. Date: 2025-06-16. Status: Cleared.,124.68,0,merchant:Whole Foods
Purchase at Amazon for transport. Date: 2025-01-06. Status: Cleared.,165.46,0,merchant:Amazon
Purchase at Netflix for dining. Date: 2025-01-07. Status: Cleared.,73.34,0,merchant:Netflix
Purchase at Target for entertainment. Date: 2025-07-02. Status: Cleared.,295.09,0,merchant:Target
Purchase at Target for groceries. Date: 2025-07-28. Status: Cleared.,213.92,0,merchant:Target
Purchase at Uber for entertainment. Date: 2025-10-29. Status: Cleared.,125.42,0,merchant:Uber
Purchase at Starbucks for entertainment. Date: 2025-05-14. Status: Cleared.,69.24,0,merchant:Starbucks
Purchase at Amazon for entertainment. Date: 2025-12-07. Status: Cleared.,147.02,0,merchant:Amazon
Urgent wire transfer detected. Keyword: urgent. Destination: Cyprus. Amount: $20373.8. Risk: High.,20373.8,1,keyword:urgent
Purchase at Amazon for shopping. Date: 2025-01-21. Status: Cleared.,233.0,0,merchant:Amazon
Purchase at Amazon for shopping. Date: 2025-01-14. Status: Cleared.,272.07,0,merchant:Amazon
Purchase at Walmart for shopping. Date: 2025-02-14. Status: Cleared.,157.0,0,merchant:Walmart
Purchase at Uber for shopping. Date: 2025-03-03. Status: Cleared.,240.69,0,merchant:Uber
Purchase at Shell Station for shopping. Date: 2025-05-07. Status: Cleared.,181.7,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: urgent. Destination: Russia. Amount: $22136.82. Risk: High.,22136.82,1,keyword:urgent
Purchase at Whole Foods for utilities. Date: 2025-08-26. Status: Cleared.,67.87,0,merchant:Whole Foods
Purchase at Walmart for dining. Date: 2025-02-19. Status: Cleared.,28.32,0,merchant:Walmart
Purchase at Starbucks for transport. Date: 2025-03-18. Status: Cleared.,71.43,0,merchant:Starbucks
Purchase at Walmart for transport. Date: 2025-04-24. Status: Cleared.,229.42,0,merchant:Walmart
Urgent wire transfer detected. Keyword: shell company. Destination: Cyprus. Amount: $8043.41. Risk: High.,8043.41,1,keyword:shell company
Purchase at Walmart for transport. Date: 2025-11-17. Status: Cleared.,31.72,0,merchant:Walmart
Purchase at Shell Station for transport. Date: 2025-09-18. Status: Cleared.,236.0,0,merchant:Shell Station
Purchase at Whole Foods for entertainment. Date: 2025-07-10. Status: Cleared.,160.95,0,merchant:Whole Foods
Purchase at Whole Foods for groceries. Date: 2025-04-08. Status: Cleared.,92.53,0,merchant:Whole Foods
Purchase at Shell Station for dining. Date: 2025-02-06. Status: Cleared.,282.53,0,merchant:Shell Station
Purchase at Uber for groceries. Date: 2025-10-15. Status: Cleared.,270.03,0,merchant:Uber
Purchase at Uber for groceries. Date: 2025-10-23. Status: Cleared.,260.05,0,merchant:Uber
Purchase at Starbucks for utilities. Date: 2025-03-21. Status: Cleared.,269.46,0,merchant:Starbucks
Purchase at Netflix for shopping. Date: 2025-04-26. Status: Cleared.,92.9,0,merchant:Netflix
Purchase at Shell Station for groceries. Date: 2025-07-23. Status: Cleared.,195.66,0,merchant:Shell Station
Purchase at Netflix for entertainment. Date: 2025-02-11. Status: Cleared.,193.48,0,merchant:Netflix
Purchase at Walmart for transport. Date: 2025-04-19. Status: Cleared.,76.76,0,merchant:Walmart
Purchase at Starbucks for utilities. Date: 2025-12-02. Status: Cleared.,86.63,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: suspicious. Destination: Cayman Islands. Amount: $8261.72. Risk: High.,8261.72,1,keyword:suspicious
Purchase at Shell Station for shopping. Date: 2025-11-14. Status: Cleared.,215.08,0,merchant:Shell Station
Purchase at Shell Station for transport. Date: 2025-09-10. Status: Cleared.,230.26,0,merchant:Shell Station
Purchase at Whole Foods for entertainment. Date: 2025-05-13. Status: Cleared.,118.82,0,merchant:Whole Foods
Purchase at Uber for transport. Date: 2025-03-15. Status: Cleared.,253.43,0,merchant:Uber
Purchase at Amazon for groceries. Date: 2025-12-08. Status: Cleared.,42.46,0,merchant:Amazon
Purchase at Target for shopping. Date: 2025-03-06. Status: Cleared.,137.95,0,merchant:Target
Purchase at Starbucks for dining. Date: 2025-11-28. Status: Cleared.,134.01,0,merchant:Starbucks
Purchase at Uber for shopping. Date: 2025-09-19. Status: Cleared.,32.96,0,merchant:Uber
Purchase at Netflix for groceries. Date: 2025-01-15. Status: Cleared.,73.32,0,merchant:Netflix
Urgent wire transfer detected. Keyword: suspicious. Destination: Unknown. Amount: $5882.99. Risk: High.,5882.99,1,keyword:suspicious
Purchase at Uber for transport. Date: 2025-08-20. Status: Cleared.,225.23,0,merchant:Uber
Purchase at Shell Station for entertainment. Date: 2025-10-09. Status: Cleared.,39.74,0,merchant:Shell Station
Purchase at Starbucks for dining. Date: 2025-01-23. Status: Cleared.,152.12,0,merchant:Starbucks
Purchase at Whole Foods for utilities. Date: 2025-02-27. Status: Cleared.,146.15,0,merchant:Whole Foods
Purchase at Amazon for groceries. Date: 2025-01-05. Status: Cleared.,231.01,0,merchant:Amazon
Purchase at Whole Foods for utilities. Date: 2025-06-24. Status: Cleared.,287.66,0,merchant:Whole Foods
Purchase at Shell Station for utilities. Date: 2025-07-29. Status: Cleared.,151.46,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: urgent. Destination: Unknown. Amount: $5420.05. Risk: High.,5420.05,1,keyword:urgent
Purchase at Amazon for shopping. Date: 2025-01-01. Status: Cleared.,242.56,0,merchant:Amazon
Purchase at Starbucks for transport. Date: 2025-08-30. Status: Cleared.,154.46,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: unverified. Destination: Panama. Amount: $14141.53. Risk: High.,14141.53,1,keyword:unverified
Purchase at Uber for entertainment. Date: 2025-05-23. Status: Cleared.,82.64,0,merchant:Uber
Purchase at Whole Foods for utilities. Date: 2025-08-02. Status: Cleared.,154.74,0,merchant:Whole Foods
Purchase at Target for transport. Date: 2025-05-28. Status: Cleared.,51.17,0,merchant:Target
Urgent wire transfer detected. Keyword: shell company. Destination: Panama. Amount: $47163.42. Risk: High.,47163.42,1,keyword:shell company
Purchase at Shell Station for entertainment. Date: 2025-03-27. Status: Cleared.,251.72,0,merchant:Shell Station
Urgent wire transfer detected. Keyword: unverified. Destination: Cayman Islands. Amount: $30089.45. Risk: High.,30089.45,1,keyword:unverified
Urgent wire transfer detected. Keyword: shell company. Destination: Cayman Islands. Amount: $30112.45. Risk: High.,30112.45,1,keyword:shell company
Purchase at Walmart for shopping. Date: 2025-03-19. Status: Cleared.,267.17,0,merchant:Walmart
Purchase at Whole Foods for utilities. Date: 2025-06-01. Status: Cleared.,288.53,0,merchant:Whole Foods
Purchase at Netflix for transport. Date: 2025-07-20. Status: Cleared.,281.85,0,merchant:Netflix
Purchase at Target for utilities. Date: 2025-02-19. Status: Cleared.,83.43,0,merchant:Target
Purchase at Starbucks for utilities. Date: 2025-03-25. Status: Cleared.,84.73,0,merchant:Starbucks
Purchase at Walmart for transport. Date: 2025-07-21. Status: Cleared.,195.51,0,merchant:Walmart
Purchase at Whole Foods for shopping. Date: 2025-04-20. Status: Cleared.,193.37,0,merchant:Whole Foods
Purchase at Starbucks for groceries. Date: 2025-07-14. Status: Cleared.,52.96,0,merchant:Starbucks
Purchase at Amazon for shopping. Date: 2025-07-31. Status: Cleared.,243.37,0,merchant:Amazon
Purchase at Target for entertainment. Date: 2025-11-07. Status: Cleared.,290.88,0,merchant:Target
Purchase at Whole Foods for transport. Date: 2025-08-17. Status: Cleared.,236.26,0,merchant:Whole Foods
Purchase at Uber for shopping. Date: 2025-09-10. Status: Cleared.,296.45,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-02-27. Status: Cleared.,259.77,0,merchant:Starbucks
Purchase at Shell Station for entertainment. Date: 2025-05-11. Status: Cleared.,140.8,0,merchant:Shell Station
Purchase at Amazon for entertainment. Date: 2025-08-23. Status: Cleared.,221.84,0,merchant:Amazon
Purchase at Amazon for dining. Date: 2025-01-15. Status: Cleared.,39.78,0,merchant:Amazon
Purchase at Walmart for shopping. Date: 2025-09-04. Status: Cleared.,135.77,0,merchant:Walmart
Purchase at Target for shopping. Date: 2025-07-06. Status: Cleared.,80.08,0,merchant:Target
Urgent wire transfer detected. Keyword: unverified. Destination: Unknown. Amount: $14091.35. Risk: High.,14091.35,1,keyword:unverified
Purchase at Starbucks for utilities. Date: 2025-04-30. Status: Cleared.,155.35,0,merchant:Starbucks
Purchase at Netflix for dining. Date: 2025-11-21. Status: Cleared.,252.73,0,merchant:Netflix
Purchase at Shell Station for dining. Date: 2025-02-16. Status: Cleared.,165.34,0,merchant:Shell Station
Purchase at Uber for shopping. Date: 2025-08-24. Status: Cleared.,219.42,0,merchant:Uber
Purchase at Amazon for groceries. Date: 2025-10-29. Status: Cleared.,36.53,0,merchant:Amazon
Purchase at Target for shopping. Date: 2025-10-18. Status: Cleared.,190.44,0,merchant:Target
Purchase at Amazon for shopping. Date: 2025-11-25. Status: Cleared.,80.08,0,merchant:Amazon
Urgent wire transfer detected. Keyword: gift card. Destination: Cyprus. Amount: $44198.6. Risk: High.,44198.6,1,keyword:gift card
Purchase at Starbucks for utilities. Date: 2025-11-26. Status: Cleared.,209.92,0,merchant:Starbucks
Purchase at Walmart for entertainment. Date: 2025-08-04. Status: Cleared.,147.63,0,merchant:Walmart
Purchase at Starbucks for groceries. Date: 2025-02-17. Status: Cleared.,211.08,0,merchant:Starbucks
Purchase at Starbucks for utilities. Date: 2025-04-12. Status: Cleared.,43.82,0,merchant:Starbucks
Purchase at Starbucks for dining. Date: 2025-06-17. Status: Cleared.,32.83,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: shell company. Destination: Russia. Amount: $2462.43. Risk: High.,2462.43,1,keyword:shell company
Purchase at Starbucks for entertainment. Date: 2025-11-03. Status: Cleared.,139.27,0,merchant:Starbucks
